date,balls,powerball
"2012-03-14T13:00:00.000Z","13,20,23,24,37",25
"2012-03-07T13:00:00.000Z","6,17,18,29,33",7
"2012-02-29T13:00:00.000Z","37,38,39,42,43",27
"2012-02-22T13:00:00.000Z","2,10,14,15,34",27
"2012-02-15T13:00:00.000Z","2,5,31,41,43",26
"2012-02-08T13:00:00.000Z","9,19,35,37,39",14
"2012-02-01T13:00:00.000Z","9,13,29,37,42",29
"2012-01-25T13:00:00.000Z","5,13,14,17,23",1
"2012-01-18T13:00:00.000Z","3,7,9,22,30",29
"2012-01-11T13:00:00.000Z","12,19,23,42,45",42
"2012-01-04T13:00:00.000Z","4,12,20,32,39",4
"2011-12-28T13:00:00.000Z","2,4,16,31,34",26
"2011-12-21T13:00:00.000Z","2,9,17,30,39",27
"2011-12-14T13:00:00.000Z","16,23,38,41,45",45
"2011-12-07T13:00:00.000Z","20,26,28,36,39",6
"2011-11-30T13:00:00.000Z","2,13,30,41,44",5
"2011-11-23T13:00:00.000Z","4,11,19,41,43",17
"2011-11-16T13:00:00.000Z","4,6,16,20,25",18
"2011-11-09T13:00:00.000Z","5,25,30,31,37",33
"2011-11-02T13:00:00.000Z","2,5,18,22,44",9
"2011-10-26T13:00:00.000Z","6,13,18,35,40",7
"2011-10-19T13:00:00.000Z","8,11,14,27,30",22
"2011-10-12T13:00:00.000Z","1,12,14,17,24",8
"2011-10-05T13:00:00.000Z","6,7,22,23,28",22
"2011-09-28T14:00:00.000Z","2,33,36,44,45",18
"2011-09-21T14:00:00.000Z","5,11,22,37,45",45
"2011-09-14T14:00:00.000Z","5,10,31,36,37",41
"2011-09-07T14:00:00.000Z","3,22,24,25,32",10
"2011-08-31T14:00:00.000Z","3,23,32,33,36",38
"2011-08-24T14:00:00.000Z","14,21,27,28,44",43
"2011-08-17T14:00:00.000Z","1,12,21,28,36",24
"2011-08-10T14:00:00.000Z","1,8,19,42,45",1
"2011-08-03T14:00:00.000Z","8,13,31,34,42",9
"2011-07-27T14:00:00.000Z","8,13,26,28,34",23
"2011-07-20T14:00:00.000Z","4,5,22,30,32",20
"2011-07-13T14:00:00.000Z","2,10,16,36,44",15
"2011-07-06T14:00:00.000Z","4,13,19,24,41",7
"2011-06-29T14:00:00.000Z","8,22,32,39,43",6
"2011-06-22T14:00:00.000Z","6,16,17,23,33",36
"2011-06-15T14:00:00.000Z","4,12,14,17,43",25
"2011-06-08T14:00:00.000Z","7,10,13,25,38",1
"2011-06-01T14:00:00.000Z","12,23,36,44,45",45
"2011-05-25T14:00:00.000Z","8,9,15,23,41",11
"2011-05-18T14:00:00.000Z","4,14,17,31,40",7
"2011-05-11T14:00:00.000Z","2,7,8,16,26",1
"2011-05-04T14:00:00.000Z","2,27,31,32,40",25
"2011-04-27T14:00:00.000Z","6,15,21,23,28",27
"2011-04-20T14:00:00.000Z","13,17,29,38,43",24
"2011-04-13T14:00:00.000Z","1,27,32,37,43",28
"2011-04-06T14:00:00.000Z","2,5,13,14,42",14
"2011-03-30T13:00:00.000Z","2,12,14,30,34",9
"2011-03-23T13:00:00.000Z","10,21,35,39,43",23
"2011-03-16T13:00:00.000Z","2,5,7,28,34",6
"2011-03-09T13:00:00.000Z","2,11,18,23,27",22
"2011-03-02T13:00:00.000Z","6,30,34,37,38",41
"2011-02-23T13:00:00.000Z","4,11,21,25,43",16
"2011-02-16T13:00:00.000Z","5,7,8,21,28",32
"2011-02-09T13:00:00.000Z","19,31,36,41,45",25
"2011-02-02T13:00:00.000Z","4,7,8,30,43",28
"2011-01-26T13:00:00.000Z","10,14,23,27,31",40
"2011-01-19T13:00:00.000Z","1,5,22,37,42",40
"2011-01-12T13:00:00.000Z","22,24,34,42,44",36
"2011-01-05T13:00:00.000Z","1,15,33,34,41",1
"2010-12-29T13:00:00.000Z","4,5,25,35,37",39
"2010-12-22T13:00:00.000Z","3,14,19,33,44",13
"2010-12-15T13:00:00.000Z","7,21,24,32,36",9
"2010-12-08T13:00:00.000Z","19,21,24,38,43",40
"2010-12-01T13:00:00.000Z","3,11,14,27,31",27
"2010-11-24T13:00:00.000Z","10,28,36,37,40",22
"2010-11-17T13:00:00.000Z","2,20,22,34,38",5
"2010-11-10T13:00:00.000Z","1,5,7,11,24",25
"2010-11-03T13:00:00.000Z","1,10,29,31,38",3
"2010-10-27T13:00:00.000Z","3,6,8,22,34",3
"2010-10-20T13:00:00.000Z","5,17,19,30,35",13
"2010-10-13T13:00:00.000Z","3,19,27,35,41",12
"2010-10-06T13:00:00.000Z","5,16,17,25,44",22
"2010-09-29T14:00:00.000Z","2,4,15,24,30",8
"2010-09-22T14:00:00.000Z","1,4,24,25,35",36
"2010-09-15T14:00:00.000Z","6,15,17,26,44",27
"2010-09-08T14:00:00.000Z","7,12,17,33,35",12
"2010-09-01T14:00:00.000Z","23,26,36,39,45",24
"2010-08-25T14:00:00.000Z","7,17,27,37,41",34
"2010-08-18T14:00:00.000Z","3,5,29,40,41",38
"2010-08-11T14:00:00.000Z","3,13,18,21,29",9
"2010-08-04T14:00:00.000Z","2,13,18,31,41",29
"2010-07-28T14:00:00.000Z","14,27,42,44,45",26
"2010-07-21T14:00:00.000Z","26,31,32,39,40",7
"2010-07-14T14:00:00.000Z","5,17,39,40,43",41
"2010-07-07T14:00:00.000Z","16,27,32,38,45",28
"2010-06-30T14:00:00.000Z","11,14,15,16,29",37
"2010-06-23T14:00:00.000Z","12,19,20,33,42",8
"2010-06-16T14:00:00.000Z","28,31,32,33,43",32
"2010-06-09T14:00:00.000Z","2,11,22,28,37",43
"2010-06-02T14:00:00.000Z","4,6,7,13,39",17
"2010-05-26T14:00:00.000Z","10,18,19,22,25",21
"2010-05-19T14:00:00.000Z","7,21,25,33,42",36
"2010-05-12T14:00:00.000Z","4,26,30,32,33",28
"2010-05-05T14:00:00.000Z","8,17,21,24,42",25
"2010-04-28T14:00:00.000Z","13,15,20,44,45",11
"2010-04-21T14:00:00.000Z","1,11,13,35,37",17
"2010-04-14T14:00:00.000Z","1,2,3,33,35",32
"2010-04-07T14:00:00.000Z","10,13,18,29,45",16
"2010-03-31T13:00:00.000Z","8,21,24,40,41",12
"2010-03-24T13:00:00.000Z","2,3,29,31,35",26
"2010-03-17T13:00:00.000Z","11,17,31,32,40",34
"2010-03-10T13:00:00.000Z","15,17,36,41,42",27
"2010-03-03T13:00:00.000Z","7,11,12,25,29",21
"2010-02-24T13:00:00.000Z","1,24,32,33,37",37
"2010-02-17T13:00:00.000Z","23,36,37,38,39",43
"2010-02-10T13:00:00.000Z","2,11,21,32,40",22
"2010-02-03T13:00:00.000Z","5,16,29,35,36",34
"2010-01-27T13:00:00.000Z","14,16,21,28,38",34
"2010-01-20T13:00:00.000Z","4,8,20,42,44",23
"2010-01-13T13:00:00.000Z","13,16,27,31,44",19
"2010-01-06T13:00:00.000Z","4,8,30,31,35",27
"2009-12-30T13:00:00.000Z","3,6,14,33,36",36
"2009-12-23T13:00:00.000Z","6,7,33,35,39",5
"2009-12-16T13:00:00.000Z","8,21,37,43,44",17
"2009-12-09T13:00:00.000Z","4,24,29,42,44",39
"2009-12-02T13:00:00.000Z","4,18,22,29,32",32
"2009-11-25T13:00:00.000Z","19,23,35,39,41",33
"2009-11-18T13:00:00.000Z","17,27,30,32,37",6
"2009-11-11T13:00:00.000Z","2,5,11,15,22",18
"2009-11-04T13:00:00.000Z","2,4,5,13,38",15
"2009-10-28T13:00:00.000Z","2,10,11,20,45",45
"2009-10-21T13:00:00.000Z","9,11,25,30,35",42
"2009-10-14T13:00:00.000Z","9,14,18,36,45",43
"2009-10-07T13:00:00.000Z","4,24,26,28,29",10
"2009-09-30T14:00:00.000Z","8,13,17,26,37",17
"2009-09-23T14:00:00.000Z","1,9,28,33,37",17
"2009-09-16T14:00:00.000Z","18,22,23,32,41",4
"2009-09-09T14:00:00.000Z","1,7,10,15,38",43
"2009-09-02T14:00:00.000Z","15,26,31,38,42",31
"2009-08-26T14:00:00.000Z","6,7,20,29,30",29
"2009-08-19T14:00:00.000Z","1,6,14,34,42",32
"2009-08-12T14:00:00.000Z","5,11,23,28,30",34
"2009-08-05T14:00:00.000Z","1,21,22,36,45",6
"2009-07-29T14:00:00.000Z","13,15,17,21,45",37
"2009-07-22T14:00:00.000Z","2,7,12,17,18",43
"2009-07-15T14:00:00.000Z","11,17,20,31,40",20
"2009-07-08T14:00:00.000Z","6,9,33,34,39",41
"2009-07-01T14:00:00.000Z","20,21,26,34,44",15
"2009-06-24T14:00:00.000Z","12,23,25,42,43",35
"2009-06-17T14:00:00.000Z","1,2,28,32,45",21
"2009-06-10T14:00:00.000Z","2,5,20,29,44",6
"2009-06-03T14:00:00.000Z","3,13,14,30,33",6
"2009-05-27T14:00:00.000Z","9,15,18,29,33",24
"2009-05-20T14:00:00.000Z","5,10,22,35,43",32
"2009-05-13T14:00:00.000Z","6,13,17,34,41",24
"2009-05-06T14:00:00.000Z","16,18,37,38,39",9
"2009-04-29T14:00:00.000Z","13,21,25,29,45",28
"2009-04-22T14:00:00.000Z","1,11,15,19,32",14
"2009-04-15T14:00:00.000Z","24,27,32,41,45",13
"2009-04-08T14:00:00.000Z","11,13,26,31,37",6
"2009-04-01T13:00:00.000Z","15,22,35,39,44",28
"2009-03-25T13:00:00.000Z","13,15,16,29,42",37
"2009-03-18T13:00:00.000Z","9,14,20,21,37",21
"2009-03-11T13:00:00.000Z","3,11,16,35,44",44
"2009-03-04T13:00:00.000Z","10,18,19,22,36",19
"2009-02-25T13:00:00.000Z","6,19,36,40,44",44
"2009-02-18T13:00:00.000Z","1,19,30,36,44",8
"2009-02-11T13:00:00.000Z","10,37,39,41,43",23
"2009-02-04T13:00:00.000Z","1,8,22,23,42",32
"2009-01-28T13:00:00.000Z","8,18,19,24,26",24
"2009-01-21T13:00:00.000Z","4,11,12,13,35",1
"2009-01-14T13:00:00.000Z","6,24,33,35,41",23
"2009-01-07T13:00:00.000Z","4,14,21,33,43",34
"2008-12-31T13:00:00.000Z","14,21,36,39,40",39
"2008-12-24T13:00:00.000Z","1,2,3,8,9",26
"2008-12-17T13:00:00.000Z","21,26,33,36,37",38
"2008-12-10T13:00:00.000Z","6,10,22,23,34",33
"2008-12-03T13:00:00.000Z","7,9,12,16,42",24
"2008-11-26T13:00:00.000Z","13,25,36,39,41",16
"2008-11-19T13:00:00.000Z","3,24,31,40,44",10
"2008-11-12T13:00:00.000Z","5,6,16,25,34",31
"2008-11-05T13:00:00.000Z","1,15,20,36,37",43
"2008-10-29T13:00:00.000Z","7,23,26,32,43",17
"2008-10-22T13:00:00.000Z","6,18,20,37,42",3
"2008-10-15T13:00:00.000Z","1,6,34,37,38",22
"2008-10-08T13:00:00.000Z","2,25,30,36,40",28
"2008-10-01T14:00:00.000Z","13,27,34,40,43",25
"2008-09-24T14:00:00.000Z","6,13,17,23,40",18
"2008-09-17T14:00:00.000Z","2,13,29,30,38",17
"2008-09-10T14:00:00.000Z","3,4,9,22,26",10
"2008-09-03T14:00:00.000Z","3,8,11,12,32",21
"2008-08-27T14:00:00.000Z","5,9,17,18,21",41
"2008-08-20T14:00:00.000Z","7,18,21,28,43",37
"2008-08-13T14:00:00.000Z","8,10,14,18,39",27
"2008-08-06T14:00:00.000Z","8,22,23,30,34",30
"2008-07-30T14:00:00.000Z","5,21,35,40,43",8
"2008-07-23T14:00:00.000Z","3,11,22,23,31",18
"2008-07-16T14:00:00.000Z","5,18,32,37,42",18
"2008-07-09T14:00:00.000Z","3,16,18,30,34",15
"2008-07-02T14:00:00.000Z","2,13,27,33,36",16
"2008-06-25T14:00:00.000Z","10,12,13,24,33",21
"2008-06-18T14:00:00.000Z","19,21,31,41,44",18
"2008-06-11T14:00:00.000Z","7,10,13,42,45",42
"2008-06-04T14:00:00.000Z","2,5,11,21,38",33
"2008-05-28T14:00:00.000Z","4,5,6,8,38",7
"2008-05-21T14:00:00.000Z","11,14,31,33,42",13
"2008-05-14T14:00:00.000Z","1,6,13,20,29",42
"2008-05-07T14:00:00.000Z","7,14,17,34,38",21
"2008-04-30T14:00:00.000Z","3,8,9,26,28",44
"2008-04-23T14:00:00.000Z","10,15,16,24,38",12
"2008-04-16T14:00:00.000Z","7,8,14,35,40",26
"2008-04-09T14:00:00.000Z","8,16,17,22,40",5
"2008-04-02T13:00:00.000Z","21,22,28,32,37",28
"2008-03-26T13:00:00.000Z","16,30,40,41,42",30
"2008-03-19T13:00:00.000Z","1,8,16,24,32",13
"2008-03-12T13:00:00.000Z","12,17,19,25,42",26
"2008-03-05T13:00:00.000Z","3,11,19,26,39",42
"2008-02-27T13:00:00.000Z","5,16,26,35,44",44
"2008-02-20T13:00:00.000Z","15,18,27,34,44",28
"2008-02-13T13:00:00.000Z","9,14,19,22,37",3
"2008-02-06T13:00:00.000Z","1,13,16,21,45",36
"2008-01-30T13:00:00.000Z","4,9,34,39,40",43
"2008-01-23T13:00:00.000Z","25,32,35,37,40",13
"2008-01-16T13:00:00.000Z","2,17,42,43,44",39
"2008-01-09T13:00:00.000Z","3,14,23,30,40",20
"2008-01-02T13:00:00.000Z","1,2,15,34,36",8
"2007-12-26T13:00:00.000Z","14,22,38,41,44",6
"2007-12-19T13:00:00.000Z","18,22,28,33,37",14
"2007-12-12T13:00:00.000Z","3,11,16,20,25",37
"2007-12-05T13:00:00.000Z","20,22,25,36,44",3
"2007-11-28T13:00:00.000Z","2,3,14,30,39",2
"2007-11-21T13:00:00.000Z","2,3,20,36,37",29
"2007-11-14T13:00:00.000Z","10,25,27,39,41",8
"2007-11-07T13:00:00.000Z","15,28,30,38,45",1
"2007-10-31T13:00:00.000Z","5,20,22,24,34",39
"2007-10-24T14:00:00.000Z","7,23,31,40,41",35
"2007-10-17T14:00:00.000Z","4,6,38,39,41",23
"2007-10-10T14:00:00.000Z","11,18,22,29,39",21
"2007-10-03T14:00:00.000Z","8,17,22,36,39",20
"2007-09-26T14:00:00.000Z","1,13,17,22,31",21
"2007-09-19T14:00:00.000Z","12,18,36,42,45",13
"2007-09-12T14:00:00.000Z","5,8,25,28,29",39
"2007-09-05T14:00:00.000Z","8,13,15,24,25",22
"2007-08-29T14:00:00.000Z","1,7,19,33,40",36
"2007-08-22T14:00:00.000Z","3,14,20,22,38",29
"2007-08-15T14:00:00.000Z","9,23,28,29,31",21
"2007-08-08T14:00:00.000Z","8,18,24,41,45",29
"2007-08-01T14:00:00.000Z","7,13,19,22,24",44
"2007-07-25T14:00:00.000Z","2,8,26,40,42",14
"2007-07-18T14:00:00.000Z","18,32,37,40,44",29
"2007-07-11T14:00:00.000Z","6,22,31,38,39",35
"2007-07-04T14:00:00.000Z","19,22,24,25,45",5
"2007-06-27T14:00:00.000Z","14,18,22,38,40",40
"2007-06-20T14:00:00.000Z","11,15,23,29,34",8
"2007-06-13T14:00:00.000Z","7,14,20,28,32",14
"2007-06-06T14:00:00.000Z","3,16,21,26,31",42
"2007-05-30T14:00:00.000Z","4,14,21,31,33",24
"2007-05-23T14:00:00.000Z","24,33,34,36,38",43
"2007-05-16T14:00:00.000Z","2,5,18,19,32",14
"2007-05-09T14:00:00.000Z","27,34,39,41,44",5
"2007-05-02T14:00:00.000Z","8,27,29,36,43",23
"2007-04-25T14:00:00.000Z","17,22,24,26,43",7
"2007-04-18T14:00:00.000Z","15,17,19,23,25",22
"2007-04-11T14:00:00.000Z","2,11,14,33,38",32
"2007-04-04T14:00:00.000Z","2,9,12,14,22",19
"2007-03-28T14:00:00.000Z","5,18,22,23,31",4
"2007-03-21T13:00:00.000Z","2,21,22,26,30",33
"2007-03-14T13:00:00.000Z","1,22,30,38,41",5
"2007-03-07T13:00:00.000Z","5,30,32,34,45",16
"2007-02-28T13:00:00.000Z","5,7,21,32,34",7
"2007-02-21T13:00:00.000Z","10,16,17,26,34",19
"2007-02-14T13:00:00.000Z","17,24,28,29,33",26
"2007-02-07T13:00:00.000Z","1,26,28,40,41",17
"2007-01-31T13:00:00.000Z","7,12,27,32,39",38
"2007-01-24T13:00:00.000Z","7,13,15,26,27",29
"2007-01-17T13:00:00.000Z","5,14,17,27,43",29
"2007-01-10T13:00:00.000Z","5,18,38,39,43",36
"2007-01-03T13:00:00.000Z","18,19,31,32,43",28
"2006-12-27T13:00:00.000Z","13,16,30,33,41",44
"2006-12-20T13:00:00.000Z","14,28,30,34,37",15
"2006-12-13T13:00:00.000Z","4,18,27,28,30",34
"2006-12-06T13:00:00.000Z","5,7,15,19,25",30
"2006-11-29T13:00:00.000Z","3,10,21,34,44",44
"2006-11-22T13:00:00.000Z","5,8,11,24,31",27
"2006-11-15T13:00:00.000Z","4,19,20,43,44",28
"2006-11-08T13:00:00.000Z","23,29,40,42,44",31
"2006-11-01T13:00:00.000Z","1,31,38,39,45",32
"2006-10-25T14:00:00.000Z","10,12,22,29,31",32
"2006-10-18T14:00:00.000Z","4,5,7,12,23",29
"2006-10-11T14:00:00.000Z","18,32,37,39,44",45
"2006-10-04T14:00:00.000Z","1,13,20,39,44",23
"2006-09-27T14:00:00.000Z","11,23,29,40,43",24
"2006-09-20T14:00:00.000Z","6,23,34,36,42",11
"2006-09-13T14:00:00.000Z","4,5,16,24,28",36
"2006-09-06T14:00:00.000Z","6,10,24,34,45",36
"2006-08-30T14:00:00.000Z","5,11,26,34,44",9
"2006-08-23T14:00:00.000Z","10,24,30,31,38",11
"2006-08-16T14:00:00.000Z","9,10,18,28,31",15
"2006-08-09T14:00:00.000Z","5,9,21,37,43",3
"2006-08-02T14:00:00.000Z","20,24,27,30,35",4
"2006-07-26T14:00:00.000Z","8,11,12,15,27",14
"2006-07-19T14:00:00.000Z","1,2,3,21,38",4
"2006-07-12T14:00:00.000Z","14,16,21,22,36",1
"2006-07-05T14:00:00.000Z","1,8,15,16,22",34
"2006-06-28T14:00:00.000Z","29,31,33,36,38",10
"2006-06-21T14:00:00.000Z","1,21,23,34,36",7
"2006-06-14T14:00:00.000Z","21,23,30,40,42",2
"2006-06-07T14:00:00.000Z","5,6,23,29,45",25
"2006-05-31T14:00:00.000Z","13,21,29,37,41",39
"2006-05-24T14:00:00.000Z","16,27,33,40,43",33
"2006-05-17T14:00:00.000Z","6,12,13,15,45",32
"2006-05-10T14:00:00.000Z","1,10,11,18,31",45
"2006-05-03T14:00:00.000Z","1,12,16,27,30",24
"2006-04-26T14:00:00.000Z","27,35,37,39,42",41
"2006-04-19T14:00:00.000Z","5,7,11,21,26",14
"2006-04-12T14:00:00.000Z","2,12,30,32,39",8
"2006-04-05T14:00:00.000Z","1,2,13,38,45",4
"2006-03-29T13:00:00.000Z","17,24,32,33,41",17
"2006-03-22T13:00:00.000Z","2,12,13,24,34",13
"2006-03-15T13:00:00.000Z","4,8,13,40,44",17
"2006-03-08T13:00:00.000Z","9,19,32,34,39",42
"2006-03-01T13:00:00.000Z","8,36,40,42,43",16
"2006-02-22T13:00:00.000Z","2,9,22,25,42",40
"2006-02-15T13:00:00.000Z","10,18,22,28,31",17
"2006-02-08T13:00:00.000Z","11,21,33,38,41",22
"2006-02-01T13:00:00.000Z","1,4,6,13,36",34
"2006-01-25T13:00:00.000Z","2,21,36,40,42",2
"2006-01-18T13:00:00.000Z","23,29,30,35,43",35
"2006-01-11T13:00:00.000Z","15,31,37,42,44",23
"2006-01-04T13:00:00.000Z","6,13,15,39,41",17
"2005-12-28T13:00:00.000Z","1,3,30,36,40",20
"2005-12-21T13:00:00.000Z","2,10,31,35,36",15
"2005-12-14T13:00:00.000Z","9,10,12,34,45",34
"2005-12-07T13:00:00.000Z","5,7,11,34,39",9
"2005-11-30T13:00:00.000Z","1,2,5,10,17",34
"2005-11-23T13:00:00.000Z","3,8,25,39,41",13
"2005-11-16T13:00:00.000Z","3,7,9,18,36",7
"2005-11-09T13:00:00.000Z","11,12,25,38,42",39
"2005-11-02T13:00:00.000Z","2,4,15,25,40",29
"2005-10-26T14:00:00.000Z","13,22,27,38,42",39
"2005-10-19T14:00:00.000Z","1,2,26,30,40",21
"2005-10-12T14:00:00.000Z","15,19,26,33,37",12
"2005-10-05T14:00:00.000Z","4,11,29,32,41",1
"2005-09-28T14:00:00.000Z","7,10,13,28,31",15
"2005-09-21T14:00:00.000Z","26,36,38,40,45",24
"2005-09-14T14:00:00.000Z","9,32,38,40,41",24
"2005-09-07T14:00:00.000Z","18,22,24,31,36",31
"2005-08-31T14:00:00.000Z","8,19,22,29,37",36
"2005-08-24T14:00:00.000Z","13,14,22,34,42",28
"2005-08-17T14:00:00.000Z","6,7,18,31,44",3
"2005-08-10T14:00:00.000Z","3,8,19,38,44",27
"2005-08-03T14:00:00.000Z","10,12,17,37,44",4
"2005-07-27T14:00:00.000Z","8,15,19,30,42",5
"2005-07-20T14:00:00.000Z","10,22,35,36,39",14
"2005-07-13T14:00:00.000Z","12,24,37,38,41",9
"2005-07-06T14:00:00.000Z","12,22,26,31,42",19
"2005-06-29T14:00:00.000Z","2,5,13,36,43",37
"2005-06-22T14:00:00.000Z","6,23,27,33,41",28
"2005-06-15T14:00:00.000Z","2,6,14,22,41",22
"2005-06-08T14:00:00.000Z","7,24,30,34,37",41
"2005-06-01T14:00:00.000Z","11,24,27,30,43",1
"2005-05-25T14:00:00.000Z","4,16,18,28,33",16
"2005-05-18T14:00:00.000Z","14,15,29,33,42",45
"2005-05-11T14:00:00.000Z","11,16,30,43,45",7
"2005-05-04T14:00:00.000Z","6,7,40,42,45",15
"2005-04-27T14:00:00.000Z","12,13,21,28,29",28
"2005-04-20T14:00:00.000Z","5,6,14,41,45",7
"2005-04-13T14:00:00.000Z","14,23,35,39,41",9
"2005-04-06T14:00:00.000Z","9,10,19,34,38",7
"2005-03-30T14:00:00.000Z","24,25,32,37,42",10
"2005-03-23T13:00:00.000Z","1,11,25,34,42",38
"2005-03-16T13:00:00.000Z","7,13,27,28,36",2
"2005-03-09T13:00:00.000Z","6,27,28,40,43",25
"2005-03-02T13:00:00.000Z","5,6,14,16,35",38
"2005-02-23T13:00:00.000Z","7,18,27,30,44",14
"2005-02-16T13:00:00.000Z","10,12,17,19,45",41
"2005-02-09T13:00:00.000Z","6,7,8,39,45",27
"2005-02-02T13:00:00.000Z","5,9,13,17,22",7
"2005-01-26T13:00:00.000Z","6,19,22,33,36",15
"2005-01-19T13:00:00.000Z","15,27,30,36,42",3
"2005-01-12T13:00:00.000Z","2,19,28,34,38",1
"2005-01-05T13:00:00.000Z","3,24,29,34,39",15
"2004-12-29T13:00:00.000Z","2,16,31,40,45",44
"2004-12-22T13:00:00.000Z","3,7,11,33,34",21
"2004-12-15T13:00:00.000Z","1,8,35,39,40",32
"2004-12-08T13:00:00.000Z","11,18,20,34,39",32
"2004-12-01T13:00:00.000Z","8,10,16,21,44",38
"2004-11-24T13:00:00.000Z","18,27,31,33,41",39
"2004-11-17T13:00:00.000Z","1,9,11,29,40",33
"2004-11-10T13:00:00.000Z","5,11,27,28,35",12
"2004-11-03T13:00:00.000Z","1,6,8,41,44",43
"2004-10-27T14:00:00.000Z","12,18,20,21,29",38
"2004-10-20T14:00:00.000Z","1,5,19,22,36",11
"2004-10-13T14:00:00.000Z","17,18,32,35,40",2
"2004-10-06T14:00:00.000Z","1,2,5,35,43",10
"2004-09-29T14:00:00.000Z","1,7,23,30,32",22
"2004-09-22T14:00:00.000Z","16,21,24,33,38",31
"2004-09-15T14:00:00.000Z","14,26,28,42,43",6
"2004-09-08T14:00:00.000Z","16,29,30,34,44",3
"2004-09-01T14:00:00.000Z","22,25,26,37,40",5
"2004-08-25T14:00:00.000Z","20,23,26,31,39",2
"2004-08-18T14:00:00.000Z","14,18,29,32,43",9
"2004-08-11T14:00:00.000Z","2,14,29,39,42",30
"2004-08-04T14:00:00.000Z","2,11,20,27,39",43
"2004-07-28T14:00:00.000Z","5,8,9,19,28",16
"2004-07-21T14:00:00.000Z","1,10,21,35,37",29
"2004-07-14T14:00:00.000Z","4,9,20,37,40",44
"2004-07-07T14:00:00.000Z","11,12,19,25,30",17
"2004-06-30T14:00:00.000Z","12,15,21,29,30",29
"2004-06-23T14:00:00.000Z","11,18,36,41,45",37
"2004-06-16T14:00:00.000Z","2,13,16,21,32",6
"2004-06-09T14:00:00.000Z","15,17,19,25,34",30
"2004-06-02T14:00:00.000Z","4,11,17,22,36",14
"2004-05-26T14:00:00.000Z","3,8,9,24,42",18
"2004-05-19T14:00:00.000Z","9,15,29,31,39",25
"2004-05-12T14:00:00.000Z","7,23,25,36,45",33
"2004-05-05T14:00:00.000Z","11,14,20,26,42",31
"2004-04-28T14:00:00.000Z","7,9,17,30,33",45
"2004-04-21T14:00:00.000Z","5,9,28,32,34",6
"2004-04-14T14:00:00.000Z","4,10,11,25,34",2
"2004-04-07T14:00:00.000Z","7,12,31,43,45",7
"2004-03-31T14:00:00.000Z","1,25,32,34,39",42
"2004-03-24T13:00:00.000Z","5,11,12,21,31",8
"2004-03-17T13:00:00.000Z","17,23,31,35,42",24
"2004-03-10T13:00:00.000Z","1,4,22,25,37",27
"2004-03-03T13:00:00.000Z","5,11,24,28,40",22
"2004-02-25T13:00:00.000Z","6,19,26,30,40",23
"2004-02-18T13:00:00.000Z","7,11,19,38,44",32
"2004-02-11T13:00:00.000Z","3,6,7,24,38",30
"2004-02-04T13:00:00.000Z","1,18,19,31,33",19
"2004-01-28T13:00:00.000Z","5,6,12,34,45",19
"2004-01-21T13:00:00.000Z","4,24,33,34,45",36
"2004-01-14T13:00:00.000Z","6,9,17,23,40",28
"2004-01-07T13:00:00.000Z","26,27,34,38,42",8
"2003-12-31T13:00:00.000Z","1,18,33,36,45",42
"2003-12-24T13:00:00.000Z","3,10,18,24,30",9
"2003-12-17T13:00:00.000Z","3,22,30,36,40",12
"2003-12-10T13:00:00.000Z","2,19,22,27,36",29
"2003-12-03T13:00:00.000Z","12,19,31,39,42",43
"2003-11-26T13:00:00.000Z","26,35,40,42,43",37
"2003-11-19T13:00:00.000Z","4,12,16,26,35",22
"2003-11-12T13:00:00.000Z","19,20,29,34,35",5
"2003-11-05T13:00:00.000Z","8,36,39,44,45",15
"2003-10-29T13:00:00.000Z","3,11,19,28,35",45
"2003-10-22T14:00:00.000Z","21,26,29,38,43",4
"2003-10-15T14:00:00.000Z","2,12,18,26,42",12
"2003-10-08T14:00:00.000Z","6,11,34,37,38",16
"2003-10-01T14:00:00.000Z","1,24,30,44,45",13
"2003-09-24T14:00:00.000Z","2,14,26,31,33",44
"2003-09-17T14:00:00.000Z","19,27,29,39,44",41
"2003-09-10T14:00:00.000Z","11,23,25,34,42",10
"2003-09-03T14:00:00.000Z","3,5,12,35,45",42
"2003-08-27T14:00:00.000Z","5,9,12,13,27",42
"2003-08-20T14:00:00.000Z","17,24,26,34,45",36
"2003-08-13T14:00:00.000Z","24,30,34,36,42",15
"2003-08-06T14:00:00.000Z","4,11,13,32,44",17
"2003-07-30T14:00:00.000Z","2,24,25,35,39",36
"2003-07-23T14:00:00.000Z","12,17,18,20,33",19
"2003-07-16T14:00:00.000Z","9,16,24,25,34",11
"2003-07-09T14:00:00.000Z","5,16,17,18,22",17
"2003-07-02T14:00:00.000Z","2,4,8,24,32",12
"2003-06-25T14:00:00.000Z","6,7,14,31,33",28
"2003-06-18T14:00:00.000Z","5,6,16,31,35",38
"2003-06-11T14:00:00.000Z","2,4,8,36,43",29
"2003-06-04T14:00:00.000Z","1,5,9,25,29",31
"2003-05-28T14:00:00.000Z","7,9,10,29,38",42
"2003-05-21T14:00:00.000Z","3,34,37,40,41",18
"2003-05-14T14:00:00.000Z","4,8,21,33,36",26
"2003-05-07T14:00:00.000Z","5,9,19,22,26",7
"2003-04-30T14:00:00.000Z","15,24,25,31,38",38
"2003-04-23T14:00:00.000Z","13,17,23,33,38",26
"2003-04-16T14:00:00.000Z","3,9,21,29,39",4
